"4","Хороший навигатор, яркий дисплей, собран качественно. Функциональность пока не могу оценить, т.к. только приобрел товар"
"4","Хороший навигатор"
"4","В полне приличный навигатор, все работает,все хорошо"
"4","Хороший навигатор, яркий дисплей, собран качественно. Функциональность пока не могу оценить, т.к. только приобрел товар"
"4","Хороший навигатор"
"4","В полне приличный навигатор, все работает,все хорошо"
"5","Хороший навигатор, правда, сравнивать не с чем (это первый), но работает так, как и должен) Нормальный дисплей и карты"
"5","Больше 5000 уже с ним накатал по работе, надежный товарищ и партнер водителя, я Вам скажу. Очень рекомендую!"
"5","Классный гаджет, который не только дорогу покажет, но и развлечет в машине, дисплей с нормальной цветностью плюс антиблик, даже в солнечную погоду нормально ездить можно."
"5","Собран качественно, карты загружены отличные, проблем с навигатором не бывает, хотя уже месяц каждый день работает, помогает мне в моей работе. Теперь езжу только с ним."
"5","Нормальний навігатор. По Україні водить гарно."
"1","Ужасно,думал лучше будет.Лучше взять смартфон и установить туда навигацию."
"5","Если с пятидюймовым навигатором некомфортно, то однозначно брать этот. Очень удобно попадать по необходимым элементам меню, как в навигации, так и вообще, в играх например. Та и красиво смотрится в авто, никто не скажет что дешевка какая то. Хорощо продуманы карты, ничем не хуже конкурентов, местами даже поинтереснее (POI). Модель стоящая."
"5","С таким навигатором не страшно и мотнуться куда нибудь на выходных. Всегда подскажет что куда, а главное покажет на здоровом экране ))))"
"5","Этот навигатор - прекрасная вещь. Особенно хочу отметить экран, 7 дюймов, конечно это 7 дюймов + программа навигации либель в комплекте, работает на ""Ура!"", да и цветовая гамма у нее приятная. Еще хочу отметить что тут примочки есть разные, если свободное время в машине появится - то можно и почитать и поиграть!"
"5","Удачно сделано меню, не мелкое, как раз под пальцы удобно. За качественный продукт ставлю пятерку.."
"5","Люблю когда все большое, можно без проблем нажать и не париться лишний раз, что не попадешь. Плюс все проработано под человеческе пальцы, а не под стилус, как это обычно бывает. ПО не тормозит, все работает норм."
"5","Порадовал своей диагональю, вот это ж размер хоть нормальный, и ненадо париться чо не попадешь по чему то. На карте все видно, и плюс еще высокое разрешение - красиво."
"5","Карты мне понравились. Обновляются без проблем и регулярно. Я правда их обновляю через комп (так просто быстрее).И вообще удобная штука."
"5","Нужен был обычный навигатор. А за те же деньги получил мегамультимедиа девайс. Сразу хотел туда фильмов закинуть.Потом как залез в игрушки, так в шахматы до ночи и играл. Ещё знакомый сказал, что можно добавлять POI (достопримечательности). Клёвая штука оказалось."
